name,height,hash,time,latest_url,previous_hash,previous_url,peer_count,unconfirmed_count,high_gas_price,medium_gas_price,low_gas_price,high_priority_fee,medium_priority_fee,low_priority_fee,base_fee,last_fork_height,last_fork_hash
ETH.main,18780335,1e0eb19d32d2a4e9eca9fceeddb055a7ca5a7b87606304aaf643c32543686074,2023-12-13T22:51:02.709562115Z,https://api.blockcypher.com/v1/eth/main/blocks/1e0eb19d32d2a4e9eca9fceeddb055a7ca5a7b87606304aaf643c32543686074,004ee334c291010aafea991a29f300841e2818df7720d022aef821fec6ff4e00,https://api.blockcypher.com/v1/eth/main/blocks/004ee334c291010aafea991a29f300841e2818df7720d022aef821fec6ff4e00,8,60116,58063946892,51807445233,46555184352,885321841,682695402,530011002,49492540003,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780342,aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,2023-12-13T22:52:25.703344831Z,https://api.blockcypher.com/v1/eth/main/blocks/aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,https://api.blockcypher.com/v1/eth/main/blocks/009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,8,59911,57860175006,51617695545,46555184352,868855863,684097138,533904350,50240777648,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780342,aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,2023-12-13T22:52:25.703344831Z,https://api.blockcypher.com/v1/eth/main/blocks/aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,https://api.blockcypher.com/v1/eth/main/blocks/009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,8,59925,57860175006,51617695545,46555184352,868855863,684097138,533904350,50240777648,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780342,aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,2023-12-13T22:52:25.703344831Z,https://api.blockcypher.com/v1/eth/main/blocks/aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,https://api.blockcypher.com/v1/eth/main/blocks/009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,8,59936,57860175006,51617695545,46555184352,868855863,684097138,533904350,50240777648,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780342,aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,2023-12-13T22:52:25.703497502Z,https://api.blockcypher.com/v1/eth/main/blocks/aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,https://api.blockcypher.com/v1/eth/main/blocks/009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,19,59984,57860175006,51617695545,46555184352,868855863,684097138,533904350,50240777648,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780342,aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,2023-12-13T22:52:25.7034671Z,https://api.blockcypher.com/v1/eth/main/blocks/aff39ef4916a537020be0b40e4b454420323d47e3142c566cf51c382baa7d05e,009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,https://api.blockcypher.com/v1/eth/main/blocks/009647f07cd282a24b763241f61e8a015e59b8f8040a117576baa79c6789c39f,4,60313,57860175006,51617695545,46555184352,868855863,684097138,533904350,50240777648,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780349,e17c970c4a4143240a010df8616401629a3f6e86aaab2fbb477b7c6001442b5a,2023-12-13T22:53:50.255252722Z,https://api.blockcypher.com/v1/eth/main/blocks/e17c970c4a4143240a010df8616401629a3f6e86aaab2fbb477b7c6001442b5a,00b08b1e295ac12ac93b2eb3a1e78f9bf22a18a522cb73f5d0e1230c6a37d9eb,https://api.blockcypher.com/v1/eth/main/blocks/00b08b1e295ac12ac93b2eb3a1e78f9bf22a18a522cb73f5d0e1230c6a37d9eb,8,60127,57654242065,51538714621,46555184352,940766003,691060689,533084173,53129944159,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780349,e17c970c4a4143240a010df8616401629a3f6e86aaab2fbb477b7c6001442b5a,2023-12-13T22:53:50.255395819Z,https://api.blockcypher.com/v1/eth/main/blocks/e17c970c4a4143240a010df8616401629a3f6e86aaab2fbb477b7c6001442b5a,00b08b1e295ac12ac93b2eb3a1e78f9bf22a18a522cb73f5d0e1230c6a37d9eb,https://api.blockcypher.com/v1/eth/main/blocks/00b08b1e295ac12ac93b2eb3a1e78f9bf22a18a522cb73f5d0e1230c6a37d9eb,20,60162,57654242065,51538714621,46555184352,940766003,691060689,533084173,53129944159,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780349,e17c970c4a4143240a010df8616401629a3f6e86aaab2fbb477b7c6001442b5a,2023-12-13T22:53:50.255394413Z,https://api.blockcypher.com/v1/eth/main/blocks/e17c970c4a4143240a010df8616401629a3f6e86aaab2fbb477b7c6001442b5a,00b08b1e295ac12ac93b2eb3a1e78f9bf22a18a522cb73f5d0e1230c6a37d9eb,https://api.blockcypher.com/v1/eth/main/blocks/00b08b1e295ac12ac93b2eb3a1e78f9bf22a18a522cb73f5d0e1230c6a37d9eb,10,60312,57654242065,51538714621,46555184352,940766003,691060689,533084173,53129944159,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780350,2d2fe42e13f9bb74868fe2ab020c6df5219142bcc8965a6a6a8718eabe1226f0,2023-12-13T22:54:02.458798608Z,https://api.blockcypher.com/v1/eth/main/blocks/2d2fe42e13f9bb74868fe2ab020c6df5219142bcc8965a6a6a8718eabe1226f0,007c970c4a4143240a010df8616401629a3f6e86aaab2fbb477b7c6001442b5a,https://api.blockcypher.com/v1/eth/main/blocks/007c970c4a4143240a010df8616401629a3f6e86aaab2fbb477b7c6001442b5a,20,60212,57654242065,51538714621,46555184352,940766003,691060689,533084173,54167881007,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780351,5e25c424f750f1eb24616dbcbd628c94d27e44c4630504200e5a596c1265b195,2023-12-13T22:54:14.641195191Z,https://api.blockcypher.com/v1/eth/main/blocks/5e25c424f750f1eb24616dbcbd628c94d27e44c4630504200e5a596c1265b195,002fe42e13f9bb74868fe2ab020c6df5219142bcc8965a6a6a8718eabe1226f0,https://api.blockcypher.com/v1/eth/main/blocks/002fe42e13f9bb74868fe2ab020c6df5219142bcc8965a6a6a8718eabe1226f0,10,60336,57647538583,51549397530,46555184352,954182977,692226645,533084173,55233171381,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780352,45d43ef33f32f312f931efd628a0b5a6208551671786caa6894602d9ef8342dc,2023-12-13T22:54:26.53233143Z,https://api.blockcypher.com/v1/eth/main/blocks/45d43ef33f32f312f931efd628a0b5a6208551671786caa6894602d9ef8342dc,0025c424f750f1eb24616dbcbd628c94d27e44c4630504200e5a596c1265b195,https://api.blockcypher.com/v1/eth/main/blocks/0025c424f750f1eb24616dbcbd628c94d27e44c4630504200e5a596c1265b195,10,60312,57645328634,51568998762,46555184352,930295147,689878018,533084173,53993070234,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780353,46843035c7f4c066339d35b0322236de405e7ec74faa73b2dd524541fd1c250a,2023-12-13T22:54:39.540941898Z,https://api.blockcypher.com/v1/eth/main/blocks/46843035c7f4c066339d35b0322236de405e7ec74faa73b2dd524541fd1c250a,00d43ef33f32f312f931efd628a0b5a6208551671786caa6894602d9ef8342dc,https://api.blockcypher.com/v1/eth/main/blocks/00d43ef33f32f312f931efd628a0b5a6208551671786caa6894602d9ef8342dc,11,60344,57622226184,51575426537,46555184352,918915061,688649183,533084173,54984719110,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780353,46843035c7f4c066339d35b0322236de405e7ec74faa73b2dd524541fd1c250a,2023-12-13T22:54:39.540866759Z,https://api.blockcypher.com/v1/eth/main/blocks/46843035c7f4c066339d35b0322236de405e7ec74faa73b2dd524541fd1c250a,00d43ef33f32f312f931efd628a0b5a6208551671786caa6894602d9ef8342dc,https://api.blockcypher.com/v1/eth/main/blocks/00d43ef33f32f312f931efd628a0b5a6208551671786caa6894602d9ef8342dc,20,60314,57622226184,51575426537,46555184352,918915061,688649183,533084173,54984719110,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780356,0c371f9135b68f4f2ef23129c1a1e81b6637b2ab2db40f30703eef5b97d315d1,2023-12-13T22:55:14.758089044Z,https://api.blockcypher.com/v1/eth/main/blocks/0c371f9135b68f4f2ef23129c1a1e81b6637b2ab2db40f30703eef5b97d315d1,00af5b393b8c3ccf2c02dcaee2f6805def22a2dfbdabe830875f4fbc69cfecc4,https://api.blockcypher.com/v1/eth/main/blocks/00af5b393b8c3ccf2c02dcaee2f6805def22a2dfbdabe830875f4fbc69cfecc4,8,60178,57611499646,51647844015,46555184352,900385739,687577573,533084173,56346909591,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780356,0c371f9135b68f4f2ef23129c1a1e81b6637b2ab2db40f30703eef5b97d315d1,2023-12-13T22:55:14.758251204Z,https://api.blockcypher.com/v1/eth/main/blocks/0c371f9135b68f4f2ef23129c1a1e81b6637b2ab2db40f30703eef5b97d315d1,00af5b393b8c3ccf2c02dcaee2f6805def22a2dfbdabe830875f4fbc69cfecc4,https://api.blockcypher.com/v1/eth/main/blocks/00af5b393b8c3ccf2c02dcaee2f6805def22a2dfbdabe830875f4fbc69cfecc4,11,60430,57611499646,51647844015,46555184352,900385739,687577573,533084173,56346909591,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780357,d2399c39f6ed5d56d77ca69d49e899d0657d46699775fe5c3dfef1a7af304101,2023-12-13T22:55:26.734271031Z,https://api.blockcypher.com/v1/eth/main/blocks/d2399c39f6ed5d56d77ca69d49e899d0657d46699775fe5c3dfef1a7af304101,00371f9135b68f4f2ef23129c1a1e81b6637b2ab2db40f30703eef5b97d315d1,https://api.blockcypher.com/v1/eth/main/blocks/00371f9135b68f4f2ef23129c1a1e81b6637b2ab2db40f30703eef5b97d315d1,11,60431,57609580102,51664503238,46555184352,888521453,686391145,533084173,56619346898,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780358,0ca45c34644508298685c977fcda82eada0f2f7b69826bd6250061448417969d,2023-12-13T22:55:38.043767388Z,https://api.blockcypher.com/v1/eth/main/blocks/0ca45c34644508298685c977fcda82eada0f2f7b69826bd6250061448417969d,00399c39f6ed5d56d77ca69d49e899d0657d46699775fe5c3dfef1a7af304101,https://api.blockcypher.com/v1/eth/main/blocks/00399c39f6ed5d56d77ca69d49e899d0657d46699775fe5c3dfef1a7af304101,20,60305,57609580102,51704832405,46555184352,876761690,685215168,533084173,56422271938,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780359,6d31f25e95abbf00fe204a442c4588b913e51d18bc5b7ad78665766ea6c69e14,2023-12-13T22:55:49.81935345Z,https://api.blockcypher.com/v1/eth/main/blocks/6d31f25e95abbf00fe204a442c4588b913e51d18bc5b7ad78665766ea6c69e14,00a45c34644508298685c977fcda82eada0f2f7b69826bd6250061448417969d,https://api.blockcypher.com/v1/eth/main/blocks/00a45c34644508298685c977fcda82eada0f2f7b69826bd6250061448417969d,7,60295,57609580102,51714275551,46555184352,863680854,683907085,533084173,55877826166,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780360,baa5f9891fc7d6f77dba524dadebdf68a6b566f54bcfa8d6c669a51fe2e60a01,2023-12-13T22:56:01.738674853Z,https://api.blockcypher.com/v1/eth/main/blocks/baa5f9891fc7d6f77dba524dadebdf68a6b566f54bcfa8d6c669a51fe2e60a01,0031f25e95abbf00fe204a442c4588b913e51d18bc5b7ad78665766ea6c69e14,https://api.blockcypher.com/v1/eth/main/blocks/0031f25e95abbf00fe204a442c4588b913e51d18bc5b7ad78665766ea6c69e14,4,60684,57609580102,51721066521,46555184352,870924674,684631467,533084173,54245395055,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780361,851b5fcd9fe296813b10a621571cc4676b0fbff7938447d4b82782c165c44333,2023-12-13T22:56:15.693384238Z,https://api.blockcypher.com/v1/eth/main/blocks/851b5fcd9fe296813b10a621571cc4676b0fbff7938447d4b82782c165c44333,00a5f9891fc7d6f77dba524dadebdf68a6b566f54bcfa8d6c669a51fe2e60a01,https://api.blockcypher.com/v1/eth/main/blocks/00a5f9891fc7d6f77dba524dadebdf68a6b566f54bcfa8d6c669a51fe2e60a01,11,60425,57603731886,51716728082,46555184352,905429543,687827851,533048599,55454292559,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780362,558746de73d9eeedb3e490678ab556c3e881c3d7d6c96a9b4b4e69f8fe668270,2023-12-13T22:56:26.090931947Z,https://api.blockcypher.com/v1/eth/main/blocks/558746de73d9eeedb3e490678ab556c3e881c3d7d6c96a9b4b4e69f8fe668270,001b5fcd9fe296813b10a621571cc4676b0fbff7938447d4b82782c165c44333,https://api.blockcypher.com/v1/eth/main/blocks/001b5fcd9fe296813b10a621571cc4676b0fbff7938447d4b82782c165c44333,7,60296,57603731886,51716894437,46555184352,870304653,684315362,533048599,53240493890,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780363,d99b46814895afb1f4a361fd0d250f53963e0a2dbad10021850a430bc64126c6,2023-12-13T22:56:38.237774234Z,https://api.blockcypher.com/v1/eth/main/blocks/d99b46814895afb1f4a361fd0d250f53963e0a2dbad10021850a430bc64126c6,008746de73d9eeedb3e490678ab556c3e881c3d7d6c96a9b4b4e69f8fe668270,https://api.blockcypher.com/v1/eth/main/blocks/008746de73d9eeedb3e490678ab556c3e881c3d7d6c96a9b4b4e69f8fe668270,20,60310,57603731886,51701931071,46576747891,900970496,687220038,533048599,52005848612,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780364,da89fce6ffe9bdce3618be335689c6a3506fa9b93c82fd7331ee5b942b2a9e00,2023-12-13T22:56:50.831673848Z,https://api.blockcypher.com/v1/eth/main/blocks/da89fce6ffe9bdce3618be335689c6a3506fa9b93c82fd7331ee5b942b2a9e00,009b46814895afb1f4a361fd0d250f53963e0a2dbad10021850a430bc64126c6,https://api.blockcypher.com/v1/eth/main/blocks/009b46814895afb1f4a361fd0d250f53963e0a2dbad10021850a430bc64126c6,11,60397,57603731886,51680486462,46576747891,883842523,685507241,533048599,51342797445,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780365,9a093499e3e39edf62e5e5a99d50492b0feb5aaf73099d0a0800479c1ba9af88,2023-12-13T22:57:01.6297616Z,https://api.blockcypher.com/v1/eth/main/blocks/9a093499e3e39edf62e5e5a99d50492b0feb5aaf73099d0a0800479c1ba9af88,0089fce6ffe9bdce3618be335689c6a3506fa9b93c82fd7331ee5b942b2a9e00,https://api.blockcypher.com/v1/eth/main/blocks/0089fce6ffe9bdce3618be335689c6a3506fa9b93c82fd7331ee5b942b2a9e00,20,60282,57603731886,51641023871,46576747891,841826284,681305617,533048599,49759147684,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780365,9a093499e3e39edf62e5e5a99d50492b0feb5aaf73099d0a0800479c1ba9af88,2023-12-13T22:57:01.6297616Z,https://api.blockcypher.com/v1/eth/main/blocks/9a093499e3e39edf62e5e5a99d50492b0feb5aaf73099d0a0800479c1ba9af88,0089fce6ffe9bdce3618be335689c6a3506fa9b93c82fd7331ee5b942b2a9e00,https://api.blockcypher.com/v1/eth/main/blocks/0089fce6ffe9bdce3618be335689c6a3506fa9b93c82fd7331ee5b942b2a9e00,20,60401,57603731886,51641023871,46576747891,841826284,681305617,533048599,49759147684,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780366,ae85eb0362d79c82af1e0334c95791bb7887716ba59bf93a387e744f3fb58bfb,2023-12-13T22:57:16.115299399Z,https://api.blockcypher.com/v1/eth/main/blocks/ae85eb0362d79c82af1e0334c95791bb7887716ba59bf93a387e744f3fb58bfb,00093499e3e39edf62e5e5a99d50492b0feb5aaf73099d0a0800479c1ba9af88,https://api.blockcypher.com/v1/eth/main/blocks/00093499e3e39edf62e5e5a99d50492b0feb5aaf73099d0a0800479c1ba9af88,6,60694,57595804223,51595157233,46576747891,837561615,680766172,532606712,49922976775,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780367,a43f18b4de60c4c7379be228c943453dfea149a8255aaa71a84ab503859ccf79,2023-12-13T22:57:25.841088855Z,https://api.blockcypher.com/v1/eth/main/blocks/a43f18b4de60c4c7379be228c943453dfea149a8255aaa71a84ab503859ccf79,0085eb0362d79c82af1e0334c95791bb7887716ba59bf93a387e744f3fb58bfb,https://api.blockcypher.com/v1/eth/main/blocks/0085eb0362d79c82af1e0334c95791bb7887716ba59bf93a387e744f3fb58bfb,7,60359,57595804223,51543749805,46576747891,873729789,684382989,532606712,49358498093,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780368,9a59d79d38a1e458194faef67f8509c370b218c9c92582f80da8b268260ba948,2023-12-13T22:57:38.229217528Z,https://api.blockcypher.com/v1/eth/main/blocks/9a59d79d38a1e458194faef67f8509c370b218c9c92582f80da8b268260ba948,003f18b4de60c4c7379be228c943453dfea149a8255aaa71a84ab503859ccf79,https://api.blockcypher.com/v1/eth/main/blocks/003f18b4de60c4c7379be228c943453dfea149a8255aaa71a84ab503859ccf79,11,60497,57595804223,51486608419,46576747891,870930781,684103089,532606712,51806952304,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780369,b77e73bd421f6ed5b6288627fb6cab861e5e807ab645a1626ab5863914b9914b,2023-12-13T22:57:51.905895721Z,https://api.blockcypher.com/v1/eth/main/blocks/b77e73bd421f6ed5b6288627fb6cab861e5e807ab645a1626ab5863914b9914b,0059d79d38a1e458194faef67f8509c370b218c9c92582f80da8b268260ba948,https://api.blockcypher.com/v1/eth/main/blocks/0059d79d38a1e458194faef67f8509c370b218c9c92582f80da8b268260ba948,20,60356,57580437405,51481725703,46576747891,832998828,680460686,532606712,53817457944,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
ETH.main,18780370,862d96159d000a19dc68c3cc49364c9f7263e183745ce976df19d9786df21b1b,2023-12-13T22:58:03.527069194Z,https://api.blockcypher.com/v1/eth/main/blocks/862d96159d000a19dc68c3cc49364c9f7263e183745ce976df19d9786df21b1b,007e73bd421f6ed5b6288627fb6cab861e5e807ab645a1626ab5863914b9914b,https://api.blockcypher.com/v1/eth/main/blocks/007e73bd421f6ed5b6288627fb6cab861e5e807ab645a1626ab5863914b9914b,8,60378,57580437405,51500506912,46576747891,903785921,687539395,532606712,52678524912,18779074,80b3cf7fe46443958382d4df2c812a4d2ac7e8053e0388e71f9fd0e503f7efe5
